Case Number,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude,removal_reason
JE973563,2024-03-27 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,APARTMENT,False,23,,,null_coordinates
JE795076,2021-07-13 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARKING LOT/GARAGE,True,25,,,null_coordinates
JC904037,2024-10-23 19:46:21,BATTERY,BATTERY - DETAIL,  RESTAURANT  ,False,3,,,null_coordinates
JG145883,2024-07-11 11:34:43,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARKING LOT/GARAGE,True,6,,,null_coordinates
JE336176,2023-02-08 20:03:47,NARCOTICS,NARCOTICS - DETAIL,APARTMENT,False,7,,,null_coordinates
JD856213,2024-07-08 19:23:02,ROBBERY,ROBBERY - DETAIL,  GAS STATION  ,False,13,,,null_coordinates
JE818025,2024-03-02 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  STREET  ,False,15,,,null_coordinates
JC672084,2023-04-28 13:23:52,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARKING LOT/GARAGE,True,1,,,null_coordinates
JD655678,2024-10-19 06:51:52,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,RESTAURANT,False,010,,,null_coordinates
JF864733,2020-03-08 09:12:14,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  APARTMENT  ,False,9,,,null_coordinates
JF511911,2021-11-29 06:44:59,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,10,,,null_coordinates
JF593074,2024-06-29 00:00:00,BATTERY,BATTERY - DETAIL,STREET,False,21,,,null_coordinates
JD574291,2022-04-26 01:18:50,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  GAS STATION  ,False,,,,null_coordinates
JF454086,2022-04-15 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  APARTMENT  ,False,6,,,null_coordinates
JF504719,2022-11-01 00:00:00,NARCOTICS,NARCOTICS - DETAIL,CTA PLATFORM,True,21,,,null_coordinates
JE809035,2024-06-26 00:00:00,BURGLARY,BURGLARY - DETAIL,APARTMENT,True,4,,,null_coordinates
JF422501,2021-04-19 05:59:46,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARKING LOT/GARAGE,False,25,,,null_coordinates
JC430825,2020-08-30 07:52:58,NARCOTICS,NARCOTICS - DETAIL,STREET,False,21,,,null_coordinates
JE898021,2024-03-26 00:00:00,BATTERY,BATTERY - DETAIL,PARK,True,24,,,null_coordinates
JD592377,2024-06-15 11:24:41,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,20,,,null_coordinates
JF218867,2021-04-14 22:36:58,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,True,7,,,null_coordinates
JH600044,2021-07-21 00:00:00,THEFT,THEFT - DETAIL,  APARTMENT  ,False,16,,,null_coordinates
JD957684,2022-09-11 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  ALLEY  ,False,3,,,null_coordinates
JG562355,2024-03-08 16:06:39,ASSAULT,ASSAULT - DETAIL,STREET,False,22,,,null_coordinates
JF569063,2020-09-26 00:00:00,NARCOTICS,NARCOTICS - DETAIL,APARTMENT,False,23,,,null_coordinates
JG810277,2022-08-28 21:35:33,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,True,9,,,null_coordinates
JE929389,2020-04-20 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  GROCERY/FOOD STORE  ,True,6,,,null_coordinates
JC995092,2020-10-21 11:41:09,ASSAULT,ASSAULT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,14,,,null_coordinates
JF463058,2020-02-02 20:02:14,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,PARKING LOT/GARAGE,False,,,,null_coordinates
JF699689,2020-09-20 06:51:09,BURGLARY,BURGLARY - DETAIL,CTA PLATFORM,True,12,,,null_coordinates
JD344397,2020-02-07 07:40:00,ROBBERY,ROBBERY - DETAIL,GAS STATION,False,12,,,null_coordinates
JH293910,2023-10-21 23:48:42,THEFT,THEFT - DETAIL,RESIDENCE,False,5,,,null_coordinates
JD898665,2021-06-05 17:33:53,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,2,,,null_coordinates
JH766157,2024-05-17 11:06:21,ASSAULT,ASSAULT - DETAIL,SIDEWALK,False,21,,,null_coordinates
JH460944,2023-07-09 15:50:26,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,False,17,,,null_coordinates
JC892356,2022-01-18 22:47:19,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,19,,,null_coordinates
JD734919,2023-07-31 00:00:00,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,20,,,null_coordinates
JH488438,2024-08-13 00:00:00,BATTERY,BATTERY - DETAIL,APARTMENT,False,4,,,null_coordinates
JH539979,2020-12-15 00:55:15,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,15,,,null_coordinates
JE555481,2022-03-11 17:51:18,OTHER OFFENSE,OTHER OFFENSE - DETAIL,ALLEY,False,19,,,null_coordinates
JF299172,2021-08-17 20:44:49,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARKING LOT/GARAGE,False,12,,,null_coordinates
JG211161,2021-11-07 19:41:06,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARK,False,10,,,null_coordinates
JE438986,2021-02-14 19:45:43,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,ALLEY,True,99,,,null_coordinates
JF536569,2024-05-09 16:42:59,ASSAULT,ASSAULT - DETAIL,GROCERY/FOOD STORE,False,22,,,null_coordinates
JG762184,2022-06-06 00:00:00,BATTERY,BATTERY - DETAIL,GAS STATION,False,4,,,null_coordinates
JD491490,2024-08-05 12:27:57,THEFT,THEFT - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,25,,,null_coordinates
JG692789,2022-12-20 09:28:11,BATTERY,BATTERY - DETAIL,STREET,False,9,,,null_coordinates
JH166191,2023-04-05 08:23:47,BATTERY,BATTERY - DETAIL,  PARK  ,False,14,,,null_coordinates
JC738988,2021-08-05 17:13:09,THEFT,THEFT - DETAIL,STREET,False,2,,,null_coordinates
JC592571,2022-03-31 12:06:04,THEFT,THEFT - DETAIL,APARTMENT,False,16,,,null_coordinates
JD378928,2024-02-20 00:00:00,ASSAULT,ASSAULT - DETAIL,  ALLEY  ,False,9,,,null_coordinates
JF929718,2021-07-27 00:00:00,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,7,,,null_coordinates
JG473470,2021-06-30 00:00:00,ASSAULT,ASSAULT - DETAIL,RESIDENCE,False,2,,,null_coordinates
JF964169,2021-08-20 00:00:00,BURGLARY,BURGLARY - DETAIL,PARKING LOT/GARAGE,False,11,,,null_coordinates
JE409979,2023-10-04 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,17,,,null_coordinates
JE412661,2020-04-08 22:58:26,ROBBERY,ROBBERY - DETAIL,STREET,False,24,,,null_coordinates
JE130221,2020-10-12 10:49:42,BATTERY,BATTERY - DETAIL,STREET,False,23,,,null_coordinates
JG587524,2024-08-13 03:38:21,ROBBERY,ROBBERY - DETAIL,  STREET  ,False,2,,,null_coordinates
JD500576,2021-09-26 03:04:13,THEFT,THEFT - DETAIL,BANK,False,6,,,null_coordinates
JG248638,2020-08-04 17:10:28,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESTAURANT,True,3,,,null_coordinates
JF207220,2022-08-16 16:15:29,THEFT,THEFT - DETAIL,SIDEWALK,False,21,,,null_coordinates
JF220847,2024-02-26 05:56:10,NARCOTICS,NARCOTICS - DETAIL,GAS STATION,False,19,,,null_coordinates
JC125401,2020-03-29 16:10:34,ROBBERY,ROBBERY - DETAIL,APARTMENT,False,10,,,null_coordinates
JF624900,2023-10-16 10:04:39,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESIDENCE  ,False,1,,,null_coordinates
JE802170,2022-04-09 00:00:00,THEFT,THEFT - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",True,1,,,null_coordinates
JH676749,2021-02-19 05:33:06,ASSAULT,ASSAULT - DETAIL,STREET,False,24,,,null_coordinates
JD880406,2024-10-01 04:38:48,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,17,,,null_coordinates
JG635696,2023-01-26 01:24:01,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,False,24,,,null_coordinates
JC368727,2020-01-20 12:24:39,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,False,13,,,null_coordinates
JG372988,2021-12-10 04:28:23,NARCOTICS,NARCOTICS - DETAIL,APARTMENT,False,24,,,null_coordinates
JD804481,2022-01-18 00:00:00,NARCOTICS,NARCOTICS - DETAIL,SIDEWALK,True,4,,,null_coordinates
JF218167,2023-10-05 00:00:00,BATTERY,BATTERY - DETAIL,SIDEWALK,False,3,,,null_coordinates
JE878896,2021-10-02 04:01:08,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,,,,null_coordinates
JD413115,2023-05-05 02:49:51,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,1,,,null_coordinates
JD806956,2023-03-17 00:00:00,THEFT,THEFT - DETAIL,  SIDEWALK  ,True,11,,,null_coordinates
JF722076,2021-07-30 08:46:20,NARCOTICS,NARCOTICS - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,13,,,null_coordinates
JD485405,2021-08-13 00:00:00,BATTERY,BATTERY - DETAIL,  ALLEY  ,False,8,,,null_coordinates
JC890478,2020-08-13 00:00:00,ASSAULT,ASSAULT - DETAIL,  RESTAURANT  ,False,5,,,null_coordinates
JF181447,2021-08-01 20:54:17,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GROCERY/FOOD STORE,False,9,,,null_coordinates
JE749358,2024-12-20 15:13:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARKING LOT/GARAGE,False,7,,,null_coordinates
JD880413,2021-04-28 05:59:36,THEFT,THEFT - DETAIL,  APARTMENT  ,False,23A,,,null_coordinates
JF168322,2021-09-17 00:00:00,ASSAULT,ASSAULT - DETAIL,GROCERY/FOOD STORE,False,8,,,null_coordinates
JH810954,2023-06-06 10:10:24,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GROCERY/FOOD STORE,False,9A,,,null_coordinates
JE621586,2020-04-18 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,SIDEWALK,False,1,,,null_coordinates
JF113913,2023-10-18 00:00:00,THEFT,THEFT - DETAIL,RESIDENCE,False,10,,,null_coordinates
JC146172,2024-08-21 13:23:10,BATTERY,BATTERY - DETAIL,CTA PLATFORM,True,13,,,null_coordinates
JG844385,2021-12-10 00:00:00,BATTERY,BATTERY - DETAIL,GAS STATION,False,21,,,null_coordinates
JG853790,2020-01-16 12:57:23,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  APARTMENT  ,True,2,,,null_coordinates
JH686095,2022-02-20 00:00:00,THEFT,THEFT - DETAIL,RESTAURANT,True,19,,,null_coordinates
JF850328,2022-04-26 21:10:46,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  ALLEY  ,False,2,,,null_coordinates
JD888171,2021-01-14 14:57:37,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GROCERY/FOOD STORE,False,5,,,null_coordinates
JF144832,2024-05-12 15:10:36,BATTERY,BATTERY - DETAIL,  RESIDENCE  ,False,17,,,null_coordinates
JG630949,2022-04-13 00:00:00,BATTERY,BATTERY - DETAIL,PARK,False,21,,,null_coordinates
JC458245,2024-07-29 05:14:56,BATTERY,BATTERY - DETAIL,PARK,False,3,,,null_coordinates
JE703418,2023-01-09 00:00:00,NARCOTICS,NARCOTICS - DETAIL,SIDEWALK,False,22,,,null_coordinates
JG612942,2023-09-17 00:00:00,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,6,,,null_coordinates
JE336783,2023-05-21 23:05:35,ROBBERY,ROBBERY - DETAIL,GROCERY/FOOD STORE,True,18,,,null_coordinates
JH417569,2022-03-17 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,ALLEY,True,24,,,null_coordinates
JG859749,2020-03-24 12:02:34,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  SIDEWALK  ,False,10,,,null_coordinates
JD174801,2024-08-26 10:53:35,ASSAULT,ASSAULT - DETAIL,  CTA PLATFORM  ,False,18,,,null_coordinates
JC468107,2020-03-30 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GROCERY/FOOD STORE,False,99,,,null_coordinates
JD614125,2022-09-04 16:43:01,THEFT,THEFT - DETAIL,  BANK  ,True,3,,,null_coordinates
JG353103,2022-09-06 19:42:08,HOMICIDE,HOMICIDE - DETAIL,PARKING LOT/GARAGE,False,1,,,null_coordinates
JE438556,2024-01-26 12:19:56,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,8A,,,null_coordinates
JD996157,2020-10-15 00:00:00,BURGLARY,BURGLARY - DETAIL,SIDEWALK,True,16,,,null_coordinates
JH388086,2020-01-29 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,False,19,,,null_coordinates
JD285211,2022-07-11 11:32:03,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESTAURANT  ,True,19,,,null_coordinates
JH146005,2020-04-23 00:00:00,NARCOTICS,NARCOTICS - DETAIL,  CTA PLATFORM  ,False,16,,,null_coordinates
JG291551,2023-08-15 15:11:41,ASSAULT,ASSAULT - DETAIL,PARKING LOT/GARAGE,False,17,,,null_coordinates
JE168341,2021-05-01 10:53:29,ASSAULT,ASSAULT - DETAIL,PARK,False,6,,,null_coordinates
JD475015,2022-02-27 00:00:00,BURGLARY,BURGLARY - DETAIL,RESIDENCE,True,8A,,,null_coordinates
JH520821,2020-02-26 11:02:34,NARCOTICS,NARCOTICS - DETAIL,CTA PLATFORM,False,17,,,null_coordinates
JF796926,2023-08-24 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GAS STATION,False,17A,,,null_coordinates
JD835548,2020-12-17 00:00:00,ASSAULT,ASSAULT - DETAIL,STREET,False,24,,,null_coordinates
JG162908,2022-03-01 03:45:39,THEFT,THEFT - DETAIL,BANK,False,4,,,null_coordinates
JC109287,2022-10-23 03:30:05,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,False,5,,,null_coordinates
JC252465,2020-01-03 15:01:24,ROBBERY,ROBBERY - DETAIL,BANK,False,10,,,null_coordinates
JF968195,2024-03-05 00:00:00,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,  SIDEWALK  ,False,20,,,null_coordinates
JC526279,2020-01-11 10:18:31,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,11,,,null_coordinates
JH169556,2024-08-13 00:00:00,ASSAULT,ASSAULT - DETAIL,APARTMENT,False,19,,,null_coordinates
JD141889,2023-09-22 14:19:14,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  CTA PLATFORM  ,True,11,,,null_coordinates
JD718199,2020-05-04 06:17:16,THEFT,THEFT - DETAIL,PARK,False,7,,,null_coordinates
JD734603,2024-02-26 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARK,True,13,,,null_coordinates
JE825010,2024-05-15 14:13:52,THEFT,THEFT - DETAIL,SIDEWALK,False,22,,,null_coordinates
JC638462,2022-11-01 09:38:18,ASSAULT,ASSAULT - DETAIL,BANK,False,16A,,,null_coordinates
JG376729,2022-04-05 00:30:39,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,17,,,null_coordinates
JC281839,2022-03-28 00:48:21,THEFT,THEFT - DETAIL,  GROCERY/FOOD STORE  ,True,10,,,null_coordinates
JD359026,2020-03-09 01:44:28,BATTERY,BATTERY - DETAIL,  ALLEY  ,False,3,,,null_coordinates
JD331180,2022-07-13 13:39:48,THEFT,THEFT - DETAIL,BANK,True,7,,,null_coordinates
JG253448,2023-12-02 00:00:00,THEFT,THEFT - DETAIL,  PARKING LOT/GARAGE  ,False,12,,,null_coordinates
JC512175,2023-05-20 17:14:00,BATTERY,BATTERY - DETAIL,STREET,True,8,,,null_coordinates
JF378607,2021-02-15 00:00:00,THEFT,THEFT - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",True,9A,,,null_coordinates
JH558408,2024-02-06 23:23:48,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESTAURANT,False,11,,,null_coordinates
JE143027,2022-12-23 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GAS STATION,False,25,,,null_coordinates
JE675134,2020-10-30 06:12:06,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,STREET,False,7,,,null_coordinates
JD543824,2022-09-04 00:00:00,THEFT,THEFT - DETAIL,APARTMENT,False,19,,,null_coordinates
JE454005,2022-06-27 00:56:47,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,16,,,null_coordinates
JH313008,2020-03-14 20:26:38,ROBBERY,ROBBERY - DETAIL,BANK,False,017,,,null_coordinates
JC746233,2024-08-17 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,True,6,,,null_coordinates
JE698988,2024-04-16 17:51:08,BURGLARY,BURGLARY - DETAIL,  RESTAURANT  ,False,020,,,null_coordinates
JD743964,2024-01-20 00:00:00,ASSAULT,ASSAULT - DETAIL,APARTMENT,False,19,,,null_coordinates
JD423479,2023-07-15 19:34:35,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,True,24,,,null_coordinates
JH707794,2024-11-24 07:16:51,ROBBERY,ROBBERY - DETAIL,BANK,False,16,,,null_coordinates
JE988439,2024-08-18 00:00:00,BATTERY,BATTERY - DETAIL,RESIDENCE,False,18,,,null_coordinates
JG315093,2023-01-10 15:53:42,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARK,False,11,,,null_coordinates
JD816469,2021-04-25 22:42:29,BATTERY,BATTERY - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,3,,,null_coordinates
JF497875,2023-06-07 05:37:17,ROBBERY,ROBBERY - DETAIL,RESTAURANT,False,6,,,null_coordinates
JE574214,2022-02-23 15:23:27,THEFT,THEFT - DETAIL,RESIDENCE,False,8,,,null_coordinates
JE507759,2020-07-02 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,4A,,,null_coordinates
JE614806,2021-09-26 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESIDENCE  ,False,11,,,null_coordinates
JE558607,2024-09-15 00:00:00,ASSAULT,ASSAULT - DETAIL,  RESTAURANT  ,False,20,,,null_coordinates
JH265777,2023-03-12 16:18:53,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,  APARTMENT  ,False,21,,,null_coordinates
JF329781,2024-04-07 14:16:10,THEFT,THEFT - DETAIL,  RESIDENCE  ,True,16,,,null_coordinates
JD266465,2020-04-29 10:13:55,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,CTA PLATFORM,False,12,,,null_coordinates
JD679678,2021-08-27 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,ALLEY,False,9,,,null_coordinates
JG575110,2024-04-21 00:00:00,BURGLARY,BURGLARY - DETAIL,BANK,False,9,,,null_coordinates
JC170022,2022-06-06 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,STREET,False,1,,,null_coordinates
JF925133,2023-10-23 02:43:23,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,False,23,,,null_coordinates
JE441288,2021-10-10 22:36:55,OTHER OFFENSE,OTHER OFFENSE - DETAIL,RESIDENCE,False,4,,,null_coordinates
JE625245,2023-12-09 04:27:30,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,STREET,False,24,,,null_coordinates
JF844708,2020-07-23 00:00:00,NARCOTICS,NARCOTICS - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,8,,,null_coordinates
JH242505,2021-02-01 22:16:52,THEFT,THEFT - DETAIL,GAS STATION,False,25,,,null_coordinates
JC999601,2023-01-26 22:41:51,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,RESTAURANT,False,24,,,null_coordinates
JG960979,2024-04-25 00:00:00,THEFT,THEFT - DETAIL,RESIDENCE,False,12,,,null_coordinates
JF425416,2021-11-09 02:30:16,BATTERY,BATTERY - DETAIL,SIDEWALK,False,15,,,null_coordinates
JG153389,2021-12-10 17:06:20,BURGLARY,BURGLARY - DETAIL,  RESIDENCE  ,True,11,,,null_coordinates
JC714068,2024-07-02 02:01:12,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,22,,,null_coordinates
JD917163,2021-06-15 00:00:00,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,4,,,null_coordinates
JC864060,2023-07-12 06:58:21,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,True,23,,,null_coordinates
JD848967,2024-06-29 00:00:00,THEFT,THEFT - DETAIL,RESIDENCE,False,11A,,,null_coordinates
JH925242,2024-05-29 11:15:16,BURGLARY,BURGLARY - DETAIL,  GAS STATION  ,False,14,,,null_coordinates
JE329737,2021-08-27 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,CTA PLATFORM,False,18,,,null_coordinates
JD617453,2020-08-03 23:43:11,BATTERY,BATTERY - DETAIL,APARTMENT,False,17,,,null_coordinates
JD975937,2024-01-28 04:37:28,THEFT,THEFT - DETAIL,  CTA PLATFORM  ,False,2,,,null_coordinates
JG623107,2020-06-11 05:59:16,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,BANK,False,21,,,null_coordinates
JF681974,2022-08-26 20:32:27,ASSAULT,ASSAULT - DETAIL,  STREET  ,False,17,,,null_coordinates
JH260702,2023-08-23 20:40:36,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,STREET,False,7,,,null_coordinates
JG413612,2023-09-15 20:46:12,BATTERY,BATTERY - DETAIL,ALLEY,False,5A,,,null_coordinates
JD453811,2024-06-05 00:00:00,THEFT,THEFT - DETAIL,ALLEY,False,17,,,null_coordinates
JH990712,2021-06-16 16:02:06,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,CTA PLATFORM,True,5,,,null_coordinates
JD108902,2024-01-28 16:55:17,ASSAULT,ASSAULT - DETAIL,GAS STATION,False,22,,,null_coordinates
JE932138,2021-05-04 01:44:09,OTHER OFFENSE,OTHER OFFENSE - DETAIL,GAS STATION,False,18,,,null_coordinates
JF153852,2020-03-20 00:00:00,ROBBERY,ROBBERY - DETAIL,SIDEWALK,False,11,,,null_coordinates
JE594097,2022-09-08 04:17:03,NARCOTICS,NARCOTICS - DETAIL,STREET,False,19,,,null_coordinates
JE142393,2021-07-29 02:49:28,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,  ALLEY  ,False,14,,,null_coordinates
JF240486,2024-05-20 00:00:00,THEFT,THEFT - DETAIL,CTA PLATFORM,True,18,,,null_coordinates
JG722193,2024-08-06 16:01:42,ASSAULT,ASSAULT - DETAIL,ALLEY,False,,,,null_coordinates
JC398262,2020-11-30 13:21:32,ASSAULT,ASSAULT - DETAIL,PARKING LOT/GARAGE,False,3,,,null_coordinates
JG785233,2024-10-30 23:36:50,NARCOTICS,NARCOTICS - DETAIL,GROCERY/FOOD STORE,True,2,,,null_coordinates
JG798619,2021-09-13 00:00:00,BATTERY,BATTERY - DETAIL,  PARKING LOT/GARAGE  ,False,017,,,null_coordinates
JE161601,2020-08-24 08:07:57,ROBBERY,ROBBERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,24,,,null_coordinates
JF212904,2021-04-21 18:40:04,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,CTA PLATFORM,False,1,,,null_coordinates
JE396196,2020-11-30 04:16:57,NARCOTICS,NARCOTICS - DETAIL,  SIDEWALK  ,False,19,,,null_coordinates
JF853549,2021-04-30 18:05:59,ROBBERY,ROBBERY - DETAIL,APARTMENT,True,15,,,null_coordinates
JD135479,2021-06-15 00:00:00,THEFT,THEFT - DETAIL,GAS STATION,False,25,,,null_coordinates
JH300790,2022-03-06 03:13:29,BURGLARY,BURGLARY - DETAIL,APARTMENT,False,14,,,null_coordinates
JG169264,2024-03-09 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARKING LOT/GARAGE,True,8,,,null_coordinates
JH586019,2022-07-30 18:32:32,ROBBERY,ROBBERY - DETAIL,PARKING LOT/GARAGE,False,4,,,null_coordinates
JH239359,2023-06-22 10:46:01,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,5,,,null_coordinates
JF855797,2023-11-13 15:29:16,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,True,2,,,null_coordinates
JF380105,2024-04-18 00:00:00,BATTERY,BATTERY - DETAIL,ALLEY,False,20,,,null_coordinates
JD880195,2021-10-04 00:00:00,THEFT,THEFT - DETAIL,CTA PLATFORM,False,022,,,null_coordinates
JC509668,2020-01-25 18:52:29,THEFT,THEFT - DETAIL,  SIDEWALK  ,False,25,,,null_coordinates
JC892486,2023-11-27 14:52:44,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,GAS STATION,False,18,,,null_coordinates
JF430489,2024-02-02 00:00:00,ROBBERY,ROBBERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,4,,,null_coordinates
JH378256,2020-03-03 03:10:29,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,False,22,,,null_coordinates
JF142513,2020-05-26 00:00:00,ASSAULT,ASSAULT - DETAIL,CTA PLATFORM,False,12,,,null_coordinates
JE941368,2021-12-29 14:58:55,ASSAULT,ASSAULT - DETAIL,STREET,False,13,,,null_coordinates
JE700041,2022-07-09 20:40:44,BATTERY,BATTERY - DETAIL,  CTA PLATFORM  ,True,14,,,null_coordinates
JE444745,2020-02-22 00:00:00,BURGLARY,BURGLARY - DETAIL,  PARK  ,False,06,,,null_coordinates
JC770063,2022-04-20 04:17:15,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,PARK,False,13,,,null_coordinates
JE179928,2021-07-30 00:00:00,HOMICIDE,HOMICIDE - DETAIL,  RESIDENCE  ,False,19,,,null_coordinates
JF227339,2022-08-24 19:18:12,BATTERY,BATTERY - DETAIL,  BANK  ,False,11,,,null_coordinates
